Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural
16,Female,4.73,Smartphone,TRUE,0.43,Eye Strain,Urban
11,Male,1.48,Laptop,FALSE,0.48,None,Urban
15,Female,3.74,Laptop,TRUE,0.37,Poor Sleep,Rural
13,Female,3.9,Laptop,TRUE,0.34,"Poor Sleep, Eye Strain, Obesity Risk",Urban
18,Male,4.54,Tablet,TRUE,0.4,"Poor Sleep, Obesity Risk",Urban
10,Female,0,TV,FALSE,0.47,None,Rural
11,Male,4.13,Smartphone,TRUE,0.33,"Poor Sleep, Eye Strain",Urban
9,Male,2.64,Tablet,TRUE,0.54,None,Urban
8,Female,3.37,Smartphone,TRUE,0.48,"Poor Sleep, Obesity Risk",Urban
15,Male,5.45,TV,TRUE,0.48,"Poor Sleep, Eye Strain, Obesity Risk",Urban
8,Male,3.16,TV,TRUE,0.59,None,Urban
18,Male,1.71,Smartphone,FALSE,0.46,None,Urban
8,Male,9.35,Tablet,TRUE,0.59,Poor Sleep,Urban
11,Male,3.71,Laptop,TRUE,0.36,"Poor Sleep, Eye Strain",Urban
17,Female,5.42,Smartphone,TRUE,0.31,"Poor Sleep, Eye Strain",Urban
17,Male,5.74,Smartphone,TRUE,0.41,Poor Sleep,Urban
13,Male,3.05,Smartphone,TRUE,0.35,Eye Strain,Urban
16,Male,4.64,Smartphone,TRUE,0.32,"Eye Strain, Anxiety",Urban
8,Female,7.27,TV,TRUE,0.49,Poor Sleep,Urban
14,Male,5.26,Smartphone,TRUE,0.39,"Eye Strain, Anxiety",Rural
17,Female,4.73,Smartphone,TRUE,0.46,Poor Sleep,Urban
18,Female,3.66,Laptop,TRUE,0.47,Anxiety,Urban
12,Male,4.5,Smartphone,TRUE,0.4,"Poor Sleep, Eye Strain, Anxiety",Urban
15,Male,6.45,Smartphone,TRUE,0.39,Poor Sleep,Urban
14,Male,3.35,Smartphone,TRUE,0.48,None,Rural
11,Female,4.17,Smartphone,TRUE,0.49,Eye Strain,Urban
11,Male,4.87,Smartphone,TRUE,0.39,Poor Sleep,Urban
13,Female,3.64,Laptop,TRUE,0.39,"Poor Sleep, Eye Strain",Urban
13,Male,6.68,Laptop,TRUE,0.38,None,Urban
16,Female,4.5,TV,TRUE,0.33,"Poor Sleep, Eye Strain",Urban
12,Female,4.86,Laptop,TRUE,0.36,"Poor Sleep, Eye Strain",Urban
15,Male,4.23,TV,TRUE,0.36,None,Urban
12,Female,3.57,TV,TRUE,0.46,None,Urban
9,Female,5.02,Smartphone,TRUE,0.56,"Poor Sleep, Eye Strain, Anxiety",Rural
13,Male,3.49,Smartphone,TRUE,0.48,"Eye Strain, Obesity Risk",Rural
16,Male,4.06,Smartphone,TRUE,0.49,Poor Sleep,Rural
10,Male,7.84,Tablet,TRUE,0.59,None,Urban
8,Female,10.49,TV,TRUE,0.49,Poor Sleep,Rural
8,Male,6.99,Smartphone,TRUE,0.49,Poor Sleep,Rural
10,Male,3.3,Smartphone,TRUE,0.46,"Poor Sleep, Anxiety",Urban
17,Male,4.66,Smartphone,TRUE,0.48,"Anxiety, Obesity Risk",Rural
12,Female,4.6,Smartphone,TRUE,0.31,"Poor Sleep, Anxiety, Obesity Risk",Urban
10,Female,7.06,Smartphone,TRUE,0.55,"Poor Sleep, Eye Strain, Anxiety",Urban
16,Male,2.7,Smartphone,FALSE,0.32,None,Urban
15,Female,3.46,Smartphone,TRUE,0.33,"Poor Sleep, Anxiety",Urban
10,Male,0,TV,FALSE,0.58,None,Urban
16,Male,3.53,Laptop,TRUE,0.36,Poor Sleep,Urban
13,Female,6.29,Smartphone,TRUE,0.45,Poor Sleep,Rural
14,Female,3.9,Tablet,TRUE,0.38,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Rural
11,Male,3.64,Laptop,TRUE,0.34,"Poor Sleep, Eye Strain, Obesity Risk",Rural
11,Male,5.76,TV,TRUE,0.46,"Poor Sleep, Eye Strain",Rural
9,Male,2.28,TV,TRUE,0.56,None,Rural
12,Female,4.07,Smartphone,TRUE,0.36,Poor Sleep,Urban
15,Female,3.12,Laptop,TRUE,0.45,Anxiety,Rural
14,Male,4.97,Smartphone,TRUE,0.39,"Poor Sleep, Anxiety",Rural
14,Male,4.03,Laptop,TRUE,0.4,"Poor Sleep, Obesity Risk",Urban
13,Female,5.01,Smartphone,TRUE,0.41,None,Urban
10,Female,7.12,TV,TRUE,0.46,Eye Strain,Urban
12,Female,3.37,Tablet,TRUE,0.32,"Poor Sleep, Anxiety",Urban
8,Female,2.52,Smartphone,TRUE,0.43,None,Rural
14,Male,3.43,Laptop,TRUE,0.42,Poor Sleep,Urban
16,Male,6.99,Smartphone,TRUE,0.37,"Poor Sleep, Eye Strain, Obesity Risk",Urban
8,Male,5.11,TV,TRUE,0.51,Poor Sleep,Urban
9,Female,6.68,Smartphone,TRUE,0.53,Anxiety,Rural
10,Male,7.67,Tablet,TRUE,0.51,"Poor Sleep, Eye Strain, Anxiety",Urban
10,Male,6.33,Tablet,TRUE,0.42,Poor Sleep,Rural
15,Male,6.62,Smartphone,TRUE,0.42,"Poor Sleep, Eye Strain",Urban
14,Male,4.68,Laptop,TRUE,0.42,Anxiety,Urban
13,Male,5.2,Smartphone,TRUE,0.34,None,Rural
17,Female,4.83,Laptop,TRUE,0.38,Poor Sleep,Rural
17,Male,4.93,Smartphone,TRUE,0.48,Poor Sleep,Rural
18,Male,5.22,Smartphone,TRUE,0.38,Eye Strain,Urban
11,Female,5.09,Smartphone,TRUE,0.36,Anxiety,Urban
16,Male,3.79,Laptop,TRUE,0.43,Poor Sleep,Urban
8,Male,3.71,TV,TRUE,0.41,None,Urban
18,Female,5.36,Smartphone,TRUE,0.46,None,Urban
9,Male,7.2,Smartphone,TRUE,0.53,None,Urban
11,Female,3.25,Smartphone,TRUE,0.44,Poor Sleep,Urban
10,Male,4.32,Smartphone,TRUE,0.45,Poor Sleep,Urban
8,Female,3.65,TV,TRUE,0.42,Eye Strain,Urban
12,Female,5.45,Smartphone,TRUE,0.35,Anxiety,Rural
14,Male,3.32,Laptop,TRUE,0.45,"Poor Sleep, Anxiety",Urban
9,Male,3.64,Smartphone,TRUE,0.55,None,Rural
12,Female,6.01,Smartphone,TRUE,0.42,Anxiety,Rural
13,Male,5.55,Smartphone,TRUE,0.38,None,Urban
18,Male,3.95,Smartphone,TRUE,0.35,Eye Strain,Urban
14,Female,3.89,TV,TRUE,0.48,Eye Strain,Urban
8,Male,8.12,Smartphone,TRUE,0.46,"Poor Sleep, Anxiety",Rural
14,Female,4.3,Smartphone,TRUE,0.33,"Poor Sleep, Eye Strain, Obesity Risk",Urban
11,Female,4.21,Laptop,TRUE,0.31,Poor Sleep,Urban
15,Female,6.14,Smartphone,TRUE,0.34,"Poor Sleep, Obesity Risk",Urban
11,Male,4.73,Smartphone,TRUE,0.48,Eye Strain,Urban
13,Male,4.33,Smartphone,TRUE,0.44,"Poor Sleep, Anxiety, Obesity Risk",Rural
16,Female,7.24,TV,TRUE,0.38,Poor Sleep,Urban
12,Male,6.53,Smartphone,TRUE,0.43,Poor Sleep,Urban
11,Female,4.81,Smartphone,TRUE,0.44,"Eye Strain, Anxiety",Urban
15,Male,6.96,Smartphone,TRUE,0.38,Poor Sleep,Urban
16,Female,5,Laptop,TRUE,0.41,None,Rural
11,Male,2.59,Laptop,FALSE,0.45,None,Rural
10,Female,2.43,TV,TRUE,0.58,None,Urban
15,Female,5.45,Laptop,TRUE,0.32,"Poor Sleep, Eye Strain",Urban
12,Female,4.98,Smartphone,TRUE,0.48,"Poor Sleep, Anxiety",Rural
9,Female,3.16,TV,TRUE,0.56,Eye Strain,Urban
17,Female,4.5,Smartphone,TRUE,0.47,"Poor Sleep, Obesity Risk",Urban
16,Male,5.02,Smartphone,TRUE,0.44,Eye Strain,Urban
10,Male,3.72,TV,TRUE,0.56,Eye Strain,Urban
9,Male,0,Tablet,FALSE,0.53,None,Urban
8,Female,6.24,Smartphone,TRUE,0.52,"Poor Sleep, Anxiety",Urban
15,Female,5.29,Laptop,TRUE,0.45,"Poor Sleep, Eye Strain",Urban
18,Male,5.19,Laptop,TRUE,0.41,None,Rural
10,Male,1.63,TV,FALSE,0.54,None,Urban
14,Male,3.57,Smartphone,TRUE,0.36,"Poor Sleep, Eye Strain",Urban
8,Female,5.62,Tablet,TRUE,0.54,"Poor Sleep, Eye Strain",Urban
8,Male,9.15,Tablet,TRUE,0.57,None,Rural
16,Male,4.75,Smartphone,TRUE,0.37,Poor Sleep,Urban
15,Male,5,Smartphone,TRUE,0.31,"Poor Sleep, Eye Strain",Urban
10,Male,6.57,Smartphone,TRUE,0.52,Poor Sleep,Urban
13,Female,7.77,TV,TRUE,0.44,None,Urban
18,Male,3.99,Laptop,TRUE,0.49,None,Rural
10,Female,4.21,TV,TRUE,0.49,"Poor Sleep, Obesity Risk",Rural
11,Male,2.95,Smartphone,FALSE,0.49,None,Rural
8,Female,3.93,Tablet,TRUE,0.4,Poor Sleep,Rural
12,Female,6.34,TV,TRUE,0.46,"Poor Sleep, Eye Strain",Urban
8,Male,1.24,Tablet,FALSE,0.58,None,Urban
8,Female,9.26,TV,TRUE,0.6,"Eye Strain, Anxiety",Urban
17,Female,5.46,Smartphone,TRUE,0.39,"Poor Sleep, Eye Strain",Urban
18,Male,4.25,Smartphone,TRUE,0.42,Poor Sleep,Urban
18,Male,3.82,Tablet,TRUE,0.48,"Poor Sleep, Eye Strain",Rural
14,Male,4.61,Smartphone,TRUE,0.38,Eye Strain,Urban
13,Male,4.58,Smartphone,TRUE,0.46,None,Urban
9,Female,4.44,Smartphone,TRUE,0.57,Poor Sleep,Rural
18,Male,3.53,Laptop,TRUE,0.32,"Poor Sleep, Anxiety, Obesity Risk",Urban
9,Female,0,TV,FALSE,0.53,None,Rural
18,Male,4,Laptop,TRUE,0.46,"Poor Sleep, Eye Strain",Urban
14,Male,4.61,Laptop,TRUE,0.36,"Poor Sleep, Eye Strain",Urban
8,Female,0.92,TV,FALSE,0.42,None,Urban
9,Male,8.54,Smartphone,TRUE,0.4,"Poor Sleep, Obesity Risk",Urban
15,Female,3.55,Tablet,TRUE,0.49,Poor Sleep,Rural
13,Female,3.85,Smartphone,TRUE,0.42,Poor Sleep,Urban
9,Female,4.31,Tablet,TRUE,0.41,"Poor Sleep, Eye Strain",Urban
14,Female,5.21,Laptop,TRUE,0.46,"Poor Sleep, Eye Strain",Rural
11,Female,4.92,Smartphone,TRUE,0.42,Poor Sleep,Rural
9,Male,4.36,TV,TRUE,0.54,"Poor Sleep, Anxiety",Rural
13,Female,6.34,Smartphone,TRUE,0.41,"Eye Strain, Obesity Risk",Urban
18,Male,6.32,Tablet,TRUE,0.42,Poor Sleep,Urban
16,Male,4.19,TV,TRUE,0.31,Poor Sleep,Rural
18,Male,3.51,Smartphone,TRUE,0.3,Anxiety,Urban
16,Female,2.19,Smartphone,FALSE,0.39,None,Urban
15,Female,3.18,TV,TRUE,0.48,"Poor Sleep, Eye Strain, Anxiety",Urban
10,Male,0.29,TV,FALSE,0.57,None,Urban
10,Female,3.57,TV,TRUE,0.46,Poor Sleep,Urban
9,Female,1.62,TV,FALSE,0.45,None,Urban
12,Female,4.59,Smartphone,TRUE,0.36,None,Rural
11,Female,4.76,Smartphone,TRUE,0.49,Anxiety,Urban
14,Male,4.95,Smartphone,TRUE,0.44,"Poor Sleep, Anxiety",Rural
11,Male,4.65,TV,TRUE,0.41,"Poor Sleep, Anxiety",Urban
16,Male,3.78,Laptop,TRUE,0.35,"Poor Sleep, Eye Strain, Obesity Risk",Urban
9,Female,3.25,Smartphone,TRUE,0.5,Poor Sleep,Rural
18,Male,4.41,Smartphone,TRUE,0.31,"Poor Sleep, Eye Strain",Urban
13,Female,2.83,Smartphone,FALSE,0.35,None,Urban
14,Female,4.8,Tablet,TRUE,0.31,Poor Sleep,Urban
11,Male,5.09,Smartphone,TRUE,0.38,"Poor Sleep, Eye Strain",Urban
13,Female,3.59,Smartphone,TRUE,0.37,None,Urban
14,Female,6.55,Smartphone,TRUE,0.4,"Poor Sleep, Eye Strain",Urban
11,Female,4.3,Laptop,TRUE,0.43,Poor Sleep,Urban
15,Male,5.85,Smartphone,TRUE,0.49,"Poor Sleep, Eye Strain",Urban
16,Female,4.58,Smartphone,TRUE,0.45,"Eye Strain, Anxiety",Urban
8,Female,3.45,Smartphone,TRUE,0.48,Poor Sleep,Urban
14,Male,7.37,Smartphone,TRUE,0.39,Poor Sleep,Urban
16,Male,4.97,TV,TRUE,0.47,None,Rural
17,Female,6.36,Smartphone,TRUE,0.31,Anxiety,Urban
12,Female,6.24,TV,TRUE,0.47,"Poor Sleep, Eye Strain",Rural
9,Female,4.48,Smartphone,TRUE,0.55,Poor Sleep,Urban
17,Male,4.48,TV,TRUE,0.37,"Poor Sleep, Eye Strain, Anxiety",Rural
13,Female,3.9,Smartphone,TRUE,0.36,Poor Sleep,Urban
14,Female,5.57,Laptop,TRUE,0.41,None,Urban
9,Female,6.87,Smartphone,TRUE,0.49,"Poor Sleep, Anxiety",Urban
9,Male,6.05,Smartphone,TRUE,0.59,Poor Sleep,Urban
17,Female,5.75,Smartphone,TRUE,0.42,Anxiety,Rural
17,Female,1.45,TV,FALSE,0.46,None,Rural
8,Male,4.94,Tablet,TRUE,0.58,Poor Sleep,Urban
11,Female,4.91,TV,TRUE,0.37,None,Urban
14,Male,6.27,TV,TRUE,0.3,Poor Sleep,Urban
16,Female,5.39,Laptop,TRUE,0.47,None,Urban
10,Female,6.92,TV,TRUE,0.43,"Anxiety, Obesity Risk",Rural
18,Male,3.37,Smartphone,TRUE,0.33,"Poor Sleep, Eye Strain, Anxiety",Rural
14,Female,6.44,TV,TRUE,0.42,"Poor Sleep, Eye Strain",Urban
14,Female,5.76,TV,TRUE,0.34,"Poor Sleep, Eye Strain, Anxiety",Urban
14,Male,2.83,Smartphone,FALSE,0.39,None,Urban
9,Male,0,TV,FALSE,0.54,None,Urban
13,Female,5.13,Smartphone,TRUE,0.39,"Poor Sleep, Eye Strain, Anxiety",Rural
9,Male,1.39,TV,FALSE,0.59,None,Urban
13,Female,3.94,Smartphone,TRUE,0.43,"Poor Sleep, Eye Strain",Urban
17,Female,3.75,Laptop,TRUE,0.45,"Poor Sleep, Eye Strain, Anxiety",Urban
10,Male,2.23,Smartphone,TRUE,0.48,None,Urban
9,Male,2.08,TV,TRUE,0.54,None,Urban
13,Female,4.2,Smartphone,TRUE,0.33,"Poor Sleep, Eye Strain, Obesity Risk",Urban
9,Female,3.8,TV,TRUE,0.43,None,Urban
12,Female,3.12,TV,TRUE,0.42,Poor Sleep,Urban
9,Male,5.82,TV,TRUE,0.51,Poor Sleep,Urban
10,Female,3.92,Smartphone,TRUE,0.55,Poor Sleep,Urban
10,Male,7.4,Tablet,TRUE,0.44,None,Rural
13,Male,5.71,Smartphone,TRUE,0.37,"Poor Sleep, Anxiety",Urban
13,Female,2.48,Smartphone,FALSE,0.39,None,Rural
17,Female,5.83,TV,TRUE,0.41,None,Urban
10,Male,0,Tablet,FALSE,0.59,None,Urban
10,Female,0.96,Smartphone,FALSE,0.4,None,Rural
8,Female,0,Smartphone,FALSE,0.44,None,Rural
14,Female,2.42,Smartphone,FALSE,0.4,None,Urban
15,Male,4.89,Smartphone,TRUE,0.39,None,Rural
9,Male,5.81,TV,TRUE,0.42,"Poor Sleep, Obesity Risk",Urban
11,Male,2.75,Laptop,FALSE,0.49,None,Urban
17,Female,2.09,Tablet,FALSE,0.4,None,Rural
14,Male,5.16,Tablet,TRUE,0.46,Poor Sleep,Urban
15,Male,5.37,Laptop,TRUE,0.41,"Poor Sleep, Eye Strain",Urban
8,Male,0.24,Tablet,FALSE,0.46,None,Urban
11,Male,3.66,TV,TRUE,0.44,Poor Sleep,Urban
13,Male,3.99,TV,TRUE,0.37,"Poor Sleep, Anxiety",Urban
10,Female,3.95,TV,TRUE,0.59,None,Urban
12,Male,4.71,Smartphone,TRUE,0.46,None,Rural
17,Female,4.18,Smartphone,TRUE,0.37,"Poor Sleep, Eye Strain",Urban
16,Female,4.8,Smartphone,TRUE,0.39,Poor Sleep,Urban
18,Male,6.6,TV,TRUE,0.34,Poor Sleep,Urban
10,Male,0,Tablet,FALSE,0.57,None,Rural
12,Male,5.29,Laptop,TRUE,0.46,Poor Sleep,Urban
15,Female,4.94,Laptop,TRUE,0.4,"Poor Sleep, Anxiety",Urban
13,Female,4.56,Smartphone,TRUE,0.43,None,Rural
11,Female,3.06,Smartphone,TRUE,0.38,None,Urban
15,Male,4.67,Smartphone,TRUE,0.5,"Poor Sleep, Eye Strain, Anxiety",Urban
18,Female,4.59,Smartphone,TRUE,0.3,Poor Sleep,Urban
10,Female,4.51,TV,TRUE,0.44,Poor Sleep,Rural
10,Female,3.57,TV,TRUE,0.47,Poor Sleep,Urban
11,Male,4.07,Smartphone,TRUE,0.34,"Poor Sleep, Eye Strain",Urban
16,Male,4.83,Smartphone,TRUE,0.39,"Poor Sleep, Obesity Risk",Urban
12,Male,2.96,Smartphone,FALSE,0.3,None,Rural
15,Female,2.86,Tablet,FALSE,0.35,None,Urban
13,Female,5.04,Smartphone,TRUE,0.45,None,Urban
10,Male,7.21,TV,TRUE,0.55,Eye Strain,Urban
15,Female,2.59,Smartphone,FALSE,0.47,None,Urban
16,Female,7.07,Smartphone,TRUE,0.37,"Poor Sleep, Eye Strain",Urban
15,Female,6.67,Smartphone,TRUE,0.3,Poor Sleep,Urban
11,Male,3.86,Smartphone,TRUE,0.38,"Poor Sleep, Eye Strain",Urban
18,Male,3.21,TV,TRUE,0.43,Eye Strain,Urban
13,Male,3.83,Smartphone,TRUE,0.45,"Poor Sleep, Obesity Risk",Urban
8,Female,3.02,Smartphone,TRUE,0.53,Poor Sleep,Urban
11,Female,4.94,Laptop,TRUE,0.45,"Poor Sleep, Eye Strain",Urban
15,Male,5.36,Laptop,TRUE,0.42,"Poor Sleep, Anxiety",Urban
8,Male,11.5,TV,TRUE,0.58,None,Rural
10,Male,7.17,Tablet,TRUE,0.55,Poor Sleep,Rural
8,Female,0.4,TV,FALSE,0.46,None,Rural
16,Male,4.03,TV,TRUE,0.34,None,Urban
9,Female,5.45,TV,TRUE,0.55,"Poor Sleep, Anxiety",Rural
16,Female,4.73,Smartphone,TRUE,0.35,"Anxiety, Obesity Risk",Rural
11,Female,4.42,Smartphone,TRUE,0.37,None,Urban
9,Male,3.01,Smartphone,TRUE,0.59,Poor Sleep,Rural
11,Female,5.39,Laptop,TRUE,0.36,"Poor Sleep, Eye Strain",Urban
18,Female,3.26,TV,TRUE,0.36,Poor Sleep,Urban
18,Female,4.18,Tablet,TRUE,0.37,Poor Sleep,Urban
17,Male,3.67,Smartphone,TRUE,0.41,Poor Sleep,Rural
13,Male,5.23,Smartphone,TRUE,0.31,Obesity Risk,Urban
18,Female,5.87,Laptop,TRUE,0.33,"Poor Sleep, Anxiety, Obesity Risk",Urban
14,Male,6.07,TV,TRUE,0.45,"Eye Strain, Anxiety",Urban
10,Female,4.86,TV,TRUE,0.47,Poor Sleep,Urban
10,Female,6.66,Tablet,TRUE,0.55,Poor Sleep,Rural
17,Female,5.5,TV,TRUE,0.38,Poor Sleep,Rural
15,Female,4.46,Laptop,TRUE,0.31,Poor Sleep,Urban
12,Male,3.77,Laptop,TRUE,0.39,"Poor Sleep, Anxiety",Urban
11,Female,3.85,Smartphone,TRUE,0.49,None,Rural
14,Male,6.37,Smartphone,TRUE,0.31,Eye Strain,Urban
14,Male,4.26,Smartphone,TRUE,0.47,Poor Sleep,Rural
16,Female,1.86,Tablet,FALSE,0.45,None,Urban
16,Male,6.21,TV,TRUE,0.37,Poor Sleep,Urban
12,Male,5.01,Smartphone,TRUE,0.32,Obesity Risk,Rural
15,Female,3.84,Smartphone,TRUE,0.44,"Poor Sleep, Anxiety, Obesity Risk",Urban
17,Male,4.85,Smartphone,TRUE,0.4,Poor Sleep,Urban
8,Male,1.59,TV,FALSE,0.54,None,Urban
16,Male,3.22,Smartphone,TRUE,0.31,"Poor Sleep, Obesity Risk",Urban
15,Female,2.51,TV,FALSE,0.33,None,Rural
13,Female,6.17,Tablet,TRUE,0.38,"Poor Sleep, Eye Strain",Rural
10,Female,5.34,TV,TRUE,0.53,Poor Sleep,Urban
10,Male,7.46,TV,TRUE,0.48,Poor Sleep,Rural
15,Male,2.35,Smartphone,FALSE,0.47,None,Urban
12,Male,4.54,Laptop,TRUE,0.33,Obesity Risk,Urban
17,Female,4.16,Laptop,TRUE,0.47,Eye Strain,Urban
18,Male,4.48,Tablet,TRUE,0.33,Poor Sleep,Rural
14,Male,4.66,Tablet,TRUE,0.4,None,Urban
12,Male,1.86,TV,FALSE,0.44,None,Urban
15,Male,4.97,Smartphone,TRUE,0.38,"Poor Sleep, Eye Strain",Urban
17,Male,5.96,Smartphone,TRUE,0.33,Poor Sleep,Urban
17,Male,6.35,Smartphone,TRUE,0.32,"Poor Sleep, Eye Strain",Urban
11,Male,5.6,Tablet,TRUE,0.46,Anxiety,Urban
9,Female,7.62,TV,TRUE,0.45,Anxiety,Urban
10,Male,0,Tablet,FALSE,0.42,None,Urban
15,Female,6.79,Laptop,TRUE,0.38,Poor Sleep,Urban
18,Male,4.18,TV,TRUE,0.46,None,Rural
14,Male,4.05,TV,TRUE,0.44,"Poor Sleep, Eye Strain",Rural
9,Female,3.24,Smartphone,TRUE,0.56,Poor Sleep,Rural
13,Female,2.97,Smartphone,FALSE,0.37,None,Urban
16,Male,4.55,Smartphone,TRUE,0.44,"Poor Sleep, Eye Strain",Rural
11,Female,3.52,Smartphone,TRUE,0.49,None,Urban
16,Female,5.57,Smartphone,TRUE,0.46,None,Urban
9,Male,4.65,Smartphone,TRUE,0.41,"Poor Sleep, Eye Strain",Urban
9,Female,5.17,Tablet,TRUE,0.47,None,Urban
16,Female,5.69,Laptop,TRUE,0.48,"Poor Sleep, Anxiety",Urban
14,Male,4.22,Laptop,TRUE,0.45,"Poor Sleep, Anxiety",Urban
14,Male,3.58,Tablet,TRUE,0.35,Poor Sleep,Urban
8,Male,5.88,Tablet,TRUE,0.4,Poor Sleep,Rural
18,Female,5.5,Smartphone,TRUE,0.42,"Poor Sleep, Anxiety, Obesity Risk",Rural
13,Male,4.2,Laptop,TRUE,0.5,"Poor Sleep, Eye Strain",Urban
14,Male,5.61,Smartphone,TRUE,0.46,Obesity Risk,Urban
18,Female,4.59,Smartphone,TRUE,0.32,"Poor Sleep, Obesity Risk",Urban
13,Male,5.02,TV,TRUE,0.48,None,Rural
13,Female,3.37,Smartphone,TRUE,0.39,Poor Sleep,Urban
9,Male,1.41,Smartphone,FALSE,0.51,None,Rural
13,Male,5.56,Smartphone,TRUE,0.41,None,Rural
11,Male,5.89,Smartphone,TRUE,0.46,"Eye Strain, Obesity Risk",Urban
16,Male,3.18,Smartphone,TRUE,0.35,Poor Sleep,Urban
8,Female,1.65,Smartphone,FALSE,0.44,None,Urban
15,Female,2.07,Smartphone,FALSE,0.36,None,Urban
12,Female,3.42,TV,TRUE,0.38,Poor Sleep,Rural
8,Male,7.83,TV,TRUE,0.44,Poor Sleep,Urban
11,Female,4.41,Laptop,TRUE,0.31,Poor Sleep,Urban
8,Male,3.39,Smartphone,TRUE,0.58,Anxiety,Rural
13,Female,3,Smartphone,FALSE,0.35,None,Urban
9,Male,8.04,TV,TRUE,0.45,Poor Sleep,Rural
12,Male,5.54,TV,TRUE,0.34,None,Urban
14,Male,7.1,Smartphone,TRUE,0.47,"Eye Strain, Obesity Risk",Urban
9,Female,4.69,Smartphone,TRUE,0.4,Poor Sleep,Urban
13,Male,3.09,Smartphone,TRUE,0.3,"Poor Sleep, Eye Strain",Urban
13,Male,4.7,Smartphone,TRUE,0.33,Obesity Risk,Urban
12,Male,4.61,Smartphone,TRUE,0.49,Poor Sleep,Urban
12,Female,5.61,Smartphone,TRUE,0.36,"Poor Sleep, Obesity Risk",Urban
10,Female,3.17,Smartphone,TRUE,0.47,Poor Sleep,Urban
17,Male,2.62,TV,FALSE,0.48,None,Urban
17,Female,4.27,TV,TRUE,0.45,"Poor Sleep, Eye Strain",Rural
18,Male,6.46,Smartphone,TRUE,0.39,None,Urban
9,Female,10.66,TV,TRUE,0.5,Anxiety,Urban
14,Male,5.59,Smartphone,TRUE,0.46,None,Urban
8,Female,5.74,TV,TRUE,0.58,Poor Sleep,Urban
13,Female,4.95,TV,TRUE,0.42,Poor Sleep,Rural
13,Male,5.07,TV,TRUE,0.38,Poor Sleep,Urban
10,Female,4.23,Smartphone,TRUE,0.48,"Poor Sleep, Anxiety",Urban
9,Female,0.6,TV,FALSE,0.41,None,Rural
9,Female,3.51,TV,TRUE,0.47,None,Rural
16,Female,4.41,TV,TRUE,0.32,"Poor Sleep, Anxiety",Rural
18,Female,4.67,Laptop,TRUE,0.41,Poor Sleep,Urban
12,Female,4.41,Tablet,TRUE,0.35,Poor Sleep,Rural
14,Male,5.69,Smartphone,TRUE,0.42,None,Urban
12,Male,5.02,Laptop,TRUE,0.43,Poor Sleep,Urban
14,Female,5.12,TV,TRUE,0.45,Poor Sleep,Urban
11,Male,5.66,Smartphone,TRUE,0.31,None,Rural
15,Male,3.6,TV,TRUE,0.4,Poor Sleep,Urban
18,Male,3.69,Smartphone,TRUE,0.33,"Poor Sleep, Eye Strain",Urban
17,Female,6.24,Smartphone,TRUE,0.43,None,Urban
18,Male,6.36,TV,TRUE,0.4,Poor Sleep,Rural
17,Male,4.33,Laptop,TRUE,0.31,"Poor Sleep, Obesity Risk",Urban
14,Female,5.88,TV,TRUE,0.31,None,Urban
17,Female,2.31,Smartphone,FALSE,0.44,None,Urban
12,Female,7.33,TV,TRUE,0.45,Poor Sleep,Urban
18,Female,4.04,TV,TRUE,0.41,"Poor Sleep, Anxiety",Urban
13,Female,6.68,Smartphone,TRUE,0.36,"Poor Sleep, Eye Strain",Urban
12,Female,5.83,Smartphone,TRUE,0.41,None,Rural
14,Female,4.56,Laptop,TRUE,0.49,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Rural
9,Male,3.96,Smartphone,TRUE,0.43,Eye Strain,Urban
12,Male,3.29,Smartphone,TRUE,0.41,Eye Strain,Urban
17,Female,5.39,Smartphone,TRUE,0.4,Eye Strain,Urban
10,Female,0.94,Smartphone,FALSE,0.5,None,Urban
16,Female,3.21,Smartphone,TRUE,0.42,None,Urban
13,Female,2.95,Smartphone,FALSE,0.42,None,Urban
17,Female,4.99,Smartphone,TRUE,0.45,"Poor Sleep, Eye Strain",Urban
10,Female,2.42,Smartphone,TRUE,0.46,None,Urban
14,Male,5.49,Smartphone,TRUE,0.44,"Anxiety, Obesity Risk",Urban
11,Female,2.45,Smartphone,FALSE,0.36,None,Urban
10,Female,0,Tablet,FALSE,0.49,None,Urban
15,Male,5.39,TV,TRUE,0.33,"Poor Sleep, Eye Strain",Rural
11,Female,4.16,Smartphone,TRUE,0.37,Poor Sleep,Rural
18,Female,5.22,TV,TRUE,0.39,None,Rural
8,Female,6.82,TV,TRUE,0.57,"Poor Sleep, Anxiety",Urban
13,Female,4.94,Smartphone,TRUE,0.45,None,Urban
17,Male,4.32,Smartphone,TRUE,0.31,Poor Sleep,Urban
18,Male,4.81,Smartphone,TRUE,0.38,"Poor Sleep, Eye Strain",Urban
18,Female,3.86,TV,TRUE,0.45,Anxiety,Urban
8,Female,2.97,TV,TRUE,0.57,None,Urban
12,Male,2.76,Smartphone,FALSE,0.37,None,Rural
14,Female,4.84,Smartphone,TRUE,0.46,"Poor Sleep, Eye Strain",Rural
13,Male,3.68,Laptop,TRUE,0.32,Poor Sleep,Urban
